QueryNumber,RankingDoc
5,"[21, 571, 0.812524716644625]"
5,"[22, 693, 0.812524716644625]"
5,"[23, 1175, 0.812524716644625]"
5,"[24, 502, 0.8098534836421017]"
5,"[25, 1145, 0.8098534836421017]"
5,"[26, 745, 0.8090920579558077]"
5,"[27, 658, 0.806075250705156]"
5,"[28, 690, 0.806075250705156]"
5,"[29, 1135, 0.8048011253000684]"
5,"[30, 529, 0.8046744341112402]"
5,"[31, 691, 0.8046744341112402]"
5,"[32, 831, 0.8046744341112402]"
5,"[33, 559, 0.7983948398048]"
5,"[34, 1238, 0.7977004158558121]"
5,"[35, 211, 0.797253973977596]"
5,"[36, 312, 0.797253973977596]"
5,"[37, 1202, 0.797253973977596]"
5,"[38, 300, 0.7936616123489201]"
5,"[39, 1237, 0.7935289259682748]"
5,"[40, 144, 0.7908077213076504]"
5,"[41, 676, 0.7908077213076504]"
5,"[42, 964, 0.7908077213076504]"
5,"[43, 798, 0.7852634351338029]"
5,"[44, 1120, 0.7852634351338029]"
5,"[45, 1206, 0.7762731909238493]"
5,"[46, 265, 0.7744361119579735]"
5,"[47, 564, 0.7738428245660375]"
5,"[48, 867, 0.7738428245660375]"
5,"[49, 140, 0.7725724175431545]"
5,"[50, 174, 0.7685195495462468]"
5,"[51, 697, 0.7685195495462468]"
5,"[52, 977, 0.7685195495462468]"
5,"[53, 441, 0.7630041843102754]"
5,"[54, 189, 0.746595814079503]"
5,"[55, 151, 0.7184910882556138]"
5,"[56, 975, 0.7184910882556138]"
5,"[57, 437, 0.7030832226779495]"
5,"[58, 811, 0.6944980860581346]"
5,"[59, 266, 0.6763539132699891]"
5,"[60, 499, 0.6763539132699891]"
5,"[61, 3, 0.5773502691896258]"
5,"[62, 4, 0.5773502691896258]"
5,"[63, 11, 0.5773502691896258]"
5,"[64, 13, 0.5773502691896258]"
5,"[65, 18, 0.5773502691896258]"
5,"[66, 38, 0.5773502691896258]"
5,"[67, 63, 0.5773502691896258]"
5,"[68, 122, 0.5773502691896258]"
5,"[69, 126, 0.5773502691896258]"
5,"[70, 137, 0.5773502691896258]"
5,"[71, 139, 0.5773502691896258]"
5,"[72, 141, 0.5773502691896258]"
5,"[73, 143, 0.5773502691896258]"
5,"[74, 148, 0.5773502691896258]"
5,"[75, 175, 0.5773502691896258]"
5,"[76, 187, 0.5773502691896258]"
5,"[77, 201, 0.5773502691896258]"
5,"[78, 218, 0.5773502691896258]"
5,"[79, 236, 0.5773502691896258]"
5,"[80, 243, 0.5773502691896258]"
5,"[81, 260, 0.5773502691896258]"
5,"[82, 302, 0.5773502691896258]"
5,"[83, 313, 0.5773502691896258]"
5,"[84, 314, 0.5773502691896258]"
5,"[85, 320, 0.5773502691896258]"
5,"[86, 322, 0.5773502691896258]"
5,"[87, 336, 0.5773502691896258]"
5,"[88, 337, 0.5773502691896258]"
5,"[89, 347, 0.5773502691896258]"
5,"[90, 355, 0.5773502691896258]"
5,"[91, 382, 0.5773502691896258]"
5,"[92, 386, 0.5773502691896258]"
5,"[93, 394, 0.5773502691896258]"
5,"[94, 401, 0.5773502691896258]"
5,"[95, 411, 0.5773502691896258]"
5,"[96, 424, 0.5773502691896258]"
5,"[97, 439, 0.5773502691896258]"
5,"[98, 469, 0.5773502691896258]"
5,"[99, 475, 0.5773502691896258]"
5,"[100, 494, 0.5773502691896258]"
5,"[101, 495, 0.5773502691896258]"
5,"[102, 525, 0.5773502691896258]"
5,"[103, 526, 0.5773502691896258]"
5,"[104, 530, 0.5773502691896258]"
5,"[105, 536, 0.5773502691896258]"
5,"[106, 540, 0.5773502691896258]"
5,"[107, 541, 0.5773502691896258]"
5,"[108, 543, 0.5773502691896258]"
5,"[109, 553, 0.5773502691896258]"
5,"[110, 572, 0.5773502691896258]"
5,"[111, 574, 0.5773502691896258]"
5,"[112, 586, 0.5773502691896258]"
5,"[113, 602, 0.5773502691896258]"
5,"[114, 614, 0.5773502691896258]"
5,"[115, 624, 0.5773502691896258]"
5,"[116, 628, 0.5773502691896258]"
5,"[117, 646, 0.5773502691896258]"
5,"[118, 647, 0.5773502691896258]"
5,"[119, 655, 0.5773502691896258]"
5,"[120, 665, 0.5773502691896258]"
5,"[121, 671, 0.5773502691896258]"
5,"[122, 689, 0.5773502691896258]"
5,"[123, 722, 0.5773502691896258]"
5,"[124, 741, 0.5773502691896258]"
5,"[125, 748, 0.5773502691896258]"
5,"[126, 749, 0.5773502691896258]"
5,"[127, 758, 0.5773502691896258]"
5,"[128, 765, 0.5773502691896258]"
5,"[129, 766, 0.5773502691896258]"
5,"[130, 786, 0.5773502691896258]"
5,"[131, 796, 0.5773502691896258]"
5,"[132, 809, 0.5773502691896258]"
5,"[133, 815, 0.5773502691896258]"
5,"[134, 819, 0.5773502691896258]"
5,"[135, 822, 0.5773502691896258]"
5,"[136, 830, 0.5773502691896258]"
5,"[137, 840, 0.5773502691896258]"
5,"[138, 852, 0.5773502691896258]"
5,"[139, 860, 0.5773502691896258]"
5,"[140, 869, 0.5773502691896258]"
5,"[141, 892, 0.5773502691896258]"
5,"[142, 901, 0.5773502691896258]"
5,"[143, 904, 0.5773502691896258]"
5,"[144, 914, 0.5773502691896258]"
5,"[145, 926, 0.5773502691896258]"
5,"[146, 936, 0.5773502691896258]"
5,"[147, 946, 0.5773502691896258]"
5,"[148, 950, 0.5773502691896258]"
5,"[149, 951, 0.5773502691896258]"
5,"[150, 956, 0.5773502691896258]"
5,"[151, 959, 0.5773502691896258]"
5,"[152, 960, 0.5773502691896258]"
5,"[153, 961, 0.5773502691896258]"
5,"[154, 962, 0.5773502691896258]"
5,"[155, 968, 0.5773502691896258]"
5,"[156, 969, 0.5773502691896258]"
5,"[157, 971, 0.5773502691896258]"
5,"[158, 973, 0.5773502691896258]"
5,"[159, 984, 0.5773502691896258]"
5,"[160, 987, 0.5773502691896258]"
5,"[161, 993, 0.5773502691896258]"
5,"[162, 997, 0.5773502691896258]"
5,"[163, 998, 0.5773502691896258]"
5,"[164, 1005, 0.5773502691896258]"
5,"[165, 1014, 0.5773502691896258]"
5,"[166, 1016, 0.5773502691896258]"
5,"[167, 1044, 0.5773502691896258]"
5,"[168, 1050, 0.5773502691896258]"
5,"[169, 1091, 0.5773502691896258]"
5,"[170, 1096, 0.5773502691896258]"
5,"[171, 1115, 0.5773502691896258]"
5,"[172, 1128, 0.5773502691896258]"
5,"[173, 1143, 0.5773502691896258]"
5,"[174, 1155, 0.5773502691896258]"
5,"[175, 1156, 0.5773502691896258]"
5,"[176, 1159, 0.5773502691896258]"
5,"[177, 1162, 0.5773502691896258]"
5,"[178, 1163, 0.5773502691896258]"
5,"[179, 1165, 0.5773502691896258]"
5,"[180, 1167, 0.5773502691896258]"
5,"[181, 1170, 0.5773502691896258]"
5,"[182, 1171, 0.5773502691896258]"
5,"[183, 1172, 0.5773502691896258]"
5,"[184, 1173, 0.5773502691896258]"
5,"[185, 1197, 0.5773502691896258]"
5,"[186, 1201, 0.5773502691896258]"
5,"[187, 1203, 0.5773502691896258]"
5,"[188, 1204, 0.5773502691896258]"
5,"[189, 1205, 0.5773502691896258]"
5,"[190, 1207, 0.5773502691896258]"
5,"[191, 1209, 0.5773502691896258]"
5,"[192, 1213, 0.5773502691896258]"
5,"[193, 1222, 0.5773502691896258]"
5,"[194, 519, 0.5773502691896258]"
5,"[195, 524, 0.5773502691896258]"
5,"[196, 1038, 0.5773502691896258]"
5,"[197, 1043, 0.5773502691896258]"
5,"[198, 24, 0.5773502691896258]"
5,"[199, 1048, 0.5773502691896258]"
5,"[200, 539, 0.5773502691896258]"
5,"[201, 1051, 0.5773502691896258]"
5,"[202, 32, 0.5773502691896258]"
5,"[203, 1057, 0.5773502691896258]"
5,"[204, 1063, 0.5773502691896258]"
5,"[205, 1072, 0.5773502691896258]"
5,"[206, 1079, 0.5773502691896258]"
5,"[207, 1105, 0.5773502691896258]"
5,"[208, 608, 0.5773502691896258]"
5,"[209, 615, 0.5773502691896258]"
5,"[210, 105, 0.5773502691896258]"
5,"[211, 617, 0.5773502691896258]"
5,"[212, 1130, 0.5773502691896258]"
5,"[213, 621, 0.5773502691896258]"
5,"[214, 622, 0.5773502691896258]"
5,"[215, 623, 0.5773502691896258]"
5,"[216, 117, 0.5773502691896258]"
5,"[217, 1141, 0.5773502691896258]"
5,"[218, 135, 0.5773502691896258]"
5,"[219, 667, 0.5773502691896258]"
5,"[220, 173, 0.5773502691896258]"
5,"[221, 192, 0.5773502691896258]"
5,"[222, 715, 0.5773502691896258]"
5,"[223, 204, 0.5773502691896258]"
5,"[224, 210, 0.5773502691896258]"
5,"[225, 215, 0.5773502691896258]"
5,"[226, 230, 0.5773502691896258]"
5,"[227, 263, 0.5773502691896258]"
5,"[228, 268, 0.5773502691896258]"
5,"[229, 781, 0.5773502691896258]"
5,"[230, 276, 0.5773502691896258]"
5,"[231, 814, 0.5773502691896258]"
5,"[232, 325, 0.5773502691896258]"
5,"[233, 842, 0.5773502691896258]"
5,"[234, 866, 0.5773502691896258]"
5,"[235, 868, 0.5773502691896258]"
5,"[236, 357, 0.5773502691896258]"
5,"[237, 872, 0.5773502691896258]"
5,"[238, 364, 0.5773502691896258]"
5,"[239, 368, 0.5773502691896258]"
5,"[240, 388, 0.5773502691896258]"
5,"[241, 921, 0.5773502691896258]"
5,"[242, 414, 0.5773502691896258]"
5,"[243, 416, 0.5773502691896258]"
5,"[244, 449, 0.5773502691896258]"
5,"[245, 978, 0.5773502691896258]"
5,"[246, 490, 0.5773502691896258]"
5,"[247, 1007, 0.5773502691896258]"
5,"[248, 504, 0.5773502691896258]"
5,"[249, 463, 0.5773502691896258]"
5,"[250, 481, 0.5773502691896258]"
5,"[251, 498, 0.5773502691896258]"
5,"[252, 31, 0.5773502691896257]"
5,"[253, 33, 0.5773502691896257]"
5,"[254, 39, 0.5773502691896257]"
5,"[255, 52, 0.5773502691896257]"
5,"[256, 55, 0.5773502691896257]"
5,"[257, 62, 0.5773502691896257]"
5,"[258, 74, 0.5773502691896257]"
5,"[259, 83, 0.5773502691896257]"
5,"[260, 85, 0.5773502691896257]"
5,"[261, 89, 0.5773502691896257]"
5,"[262, 124, 0.5773502691896257]"
5,"[263, 142, 0.5773502691896257]"
5,"[264, 147, 0.5773502691896257]"
5,"[265, 185, 0.5773502691896257]"
5,"[266, 190, 0.5773502691896257]"
5,"[267, 205, 0.5773502691896257]"
5,"[268, 208, 0.5773502691896257]"
5,"[269, 235, 0.5773502691896257]"
5,"[270, 242, 0.5773502691896257]"
5,"[271, 246, 0.5773502691896257]"
5,"[272, 248, 0.5773502691896257]"
5,"[273, 269, 0.5773502691896257]"
5,"[274, 272, 0.5773502691896257]"
5,"[275, 301, 0.5773502691896257]"
5,"[276, 306, 0.5773502691896257]"
5,"[277, 307, 0.5773502691896257]"
5,"[278, 311, 0.5773502691896257]"
5,"[279, 358, 0.5773502691896257]"
5,"[280, 366, 0.5773502691896257]"
5,"[281, 375, 0.5773502691896257]"
5,"[282, 378, 0.5773502691896257]"
5,"[283, 380, 0.5773502691896257]"
5,"[284, 397, 0.5773502691896257]"
5,"[285, 404, 0.5773502691896257]"
5,"[286, 415, 0.5773502691896257]"
5,"[287, 425, 0.5773502691896257]"
5,"[288, 427, 0.5773502691896257]"
5,"[289, 431, 0.5773502691896257]"
5,"[290, 436, 0.5773502691896257]"
5,"[291, 438, 0.5773502691896257]"
5,"[292, 453, 0.5773502691896257]"
5,"[293, 454, 0.5773502691896257]"
5,"[294, 455, 0.5773502691896257]"
5,"[295, 466, 0.5773502691896257]"
5,"[296, 471, 0.5773502691896257]"
5,"[297, 489, 0.5773502691896257]"
5,"[298, 497, 0.5773502691896257]"
5,"[299, 508, 0.5773502691896257]"
5,"[300, 520, 0.5773502691896257]"
5,"[301, 522, 0.5773502691896257]"
5,"[302, 523, 0.5773502691896257]"
5,"[303, 527, 0.5773502691896257]"
5,"[304, 532, 0.5773502691896257]"
5,"[305, 534, 0.5773502691896257]"
5,"[306, 535, 0.5773502691896257]"
5,"[307, 538, 0.5773502691896257]"
5,"[308, 552, 0.5773502691896257]"
5,"[309, 561, 0.5773502691896257]"
5,"[310, 562, 0.5773502691896257]"
5,"[311, 565, 0.5773502691896257]"
5,"[312, 566, 0.5773502691896257]"
5,"[313, 567, 0.5773502691896257]"
5,"[314, 573, 0.5773502691896257]"
5,"[315, 576, 0.5773502691896257]"
5,"[316, 584, 0.5773502691896257]"
5,"[317, 585, 0.5773502691896257]"
5,"[318, 588, 0.5773502691896257]"
5,"[319, 589, 0.5773502691896257]"
5,"[320, 596, 0.5773502691896257]"
5,"[321, 597, 0.5773502691896257]"
5,"[322, 610, 0.5773502691896257]"
5,"[323, 625, 0.5773502691896257]"
5,"[324, 632, 0.5773502691896257]"
