QueryNumber,DocNumber,DocVotes
00015,301,11
00015,322,11
00015,339,11
00015,350,2
00015,354,2
00015,355,10
00015,364,8
00015,370,8
00015,385,12
00015,398,3
00015,408,1
00015,410,7
00015,413,1
00015,414,1
00015,420,2
00015,422,12
00015,423,10
00015,424,1
00015,426,2
00015,434,2
00015,443,12
00015,474,5
00015,545,9
00015,549,10
00015,550,2
00015,601,11
00015,603,3
00015,611,2
00015,642,3
00015,643,2
00015,657,2
00015,673,2
00015,690,9
00015,700,11
00015,720,12
00015,722,9
00015,724,2
00015,725,3
00015,729,2
00015,731,2
00015,735,2
00015,747,3
00015,752,11
00015,763,7
00015,764,4
00015,767,2
00015,792,1
00015,794,2
00015,816,2
00015,822,4
00015,833,2
00015,837,2
00015,844,4
00015,853,2
00015,854,5
00015,857,2
00015,863,4
00015,870,12
00015,875,2
00015,888,2
00015,889,2
00015,900,4
00015,944,6
00015,990,4
00015,993,2
00015,994,8
00015,1000,6
00015,1013,4
00015,1016,4
00015,1027,1
00015,1033,2
00015,1040,4
00015,1093,2
00015,1098,4
00015,1115,4
00015,1162,5
00015,1184,12
00015,1187,2
00015,1192,12
00015,1195,2
00015,1226,4
00015,1232,2
00015,1234,2
00015,1235,8
00016,5,2
00016,10,2
00016,17,2
00016,36,1
00016,41,2
00016,46,6
00016,69,4
00016,72,2
00016,89,12
00016,92,1
00016,95,12
00016,97,2
00016,98,2
00016,126,2
00016,129,7
00016,130,2
00016,132,2
00016,134,2
00016,135,5
00016,148,2
00016,150,2
00016,168,2
00016,181,5
00016,182,12
00016,186,11
00016,189,2
00016,197,2
00016,202,2
00016,205,2
00016,212,2
00016,225,2
00016,226,4
00016,238,3
00016,240,7
00016,255,2
00016,288,2
00016,290,2
00016,292,2
00016,297,2
00016,298,4
00016,301,12
00016,314,7
00016,320,2
00016,322,9
00016,330,2
00016,331,2
00016,333,4
00016,350,3
00016,357,2
00016,359,5
00016,364,10
00016,370,10
00016,376,8
00016,386,2
00016,396,12
00016,398,3
00016,413,2
00016,421,2
00016,424,7
00016,428,6
00016,434,1
00016,443,12
00016,462,1
00016,466,10
00016,468,9
00016,472,1
00016,473,2
00016,475,11
00016,478,3
00016,489,2
00016,490,2
00016,510,2
00016,512,1
00016,518,5
00016,522,6
00016,550,5
00016,553,2
00016,559,2
00016,581,2
00016,582,3
00016,586,2
00016,594,8
00016,615,2
00016,616,2
00016,641,7
00016,642,7
00016,643,3
00016,649,11
00016,656,2
00016,657,4
00016,658,4
00016,659,11
00016,660,4
00016,662,4
00016,673,2
00016,676,4
00016,708,2
00016,709,2
00016,711,2
00016,715,2
00016,719,4
00016,722,9
00016,723,2
00016,724,2
00016,725,2
00016,727,10
00016,729,2
00016,730,2
00016,731,4
00016,735,2
00016,755,5
00016,756,6
00016,758,2
00016,762,1
00016,763,7
00016,764,4
00016,767,2
00016,770,3
00016,772,11
00016,783,2
00016,791,4
00016,797,2
00016,799,12
00016,809,2
00016,810,2
00016,816,3
00016,822,4
00016,834,12
00016,835,2
00016,837,2
00016,844,4
00016,867,1
00016,870,2
00016,872,7
00016,875,2
00016,882,4
00016,888,4
00016,889,4
00016,893,2
00016,896,2
00016,901,7
00016,902,3
00016,919,2
00016,928,2
00016,932,2
00016,935,6
00016,937,4
00016,938,2
00016,941,2
00016,943,3
00016,944,4
00016,970,1
00016,974,1
00016,984,3
00016,990,2
00016,991,2
00016,993,9
00016,994,1
00016,1000,6
00016,1002,3
00016,1016,5
00016,1017,9
00016,1023,4
00016,1033,2
00016,1037,2
00016,1051,2
00016,1066,2
00016,1076,2
00016,1080,4
00016,1098,4
00016,1101,4
00016,1115,4
00016,1135,2
00016,1154,7
00016,1158,2
00016,1189,2
00016,1192,6
00016,1226,6
00016,1232,2
00016,1234,4
00017,49,11
00017,89,7
00017,101,1
00017,128,2
00017,132,2
00017,135,2
00017,153,4
00017,189,2
00017,233,1
00017,238,2
00017,297,2
00017,298,2
00017,301,4
00017,330,2
00017,333,2
00017,357,6
00017,359,7
00017,370,4
00017,428,6
00017,443,3
00017,450,1
00017,506,1
00017,643,3
00017,660,1
00017,662,7
00017,688,10
00017,722,2
00017,729,2
00017,730,3
00017,731,4
00017,735,4
00017,791,9
00017,810,10
00017,816,5
00017,837,2
00017,839,2
00017,845,2
00017,882,4
00017,889,4
00017,897,2
00017,937,2
00017,938,2
00017,941,4
00017,944,4
00017,1000,2
00017,1023,2
00017,1040,2
00017,1069,2
00017,1080,2
00017,1088,4
00017,1101,10
00017,1103,5
00017,1115,2
00017,1187,2
00017,1234,2
00018,129,11
00018,153,2
00018,205,7
00018,226,4
00018,364,1
00018,370,3
00018,414,4
00018,424,4
00018,443,1
00018,642,2
00018,656,4
00018,657,3
00018,658,3
00018,660,3
00018,725,4
00018,816,2
00018,935,3
00018,993,4
00018,994,2
00018,1016,6
00018,1162,3
00019,21,8
00019,49,2
00019,359,5
00019,370,3
00019,398,2
00019,432,9
00019,455,1
00019,487,12
00019,506,12
00019,618,12
00019,626,12
00019,672,11
00019,688,12
00019,693,12
00019,897,12
00019,936,1
00019,944,2
00019,1000,2
00019,1049,10
00019,1103,12
00019,1129,2
00019,1205,2
00020,126,10
00020,133,4
00020,153,4
00020,181,1
00020,207,11
00020,208,11
00020,220,10
00020,278,8
00020,283,3
00020,286,8
00020,287,8
00020,288,3
00020,290,8
00020,292,8
00020,370,2
00020,443,1
00020,538,11
00020,539,8
00020,540,12
00020,544,8
00020,604,1
00020,643,2
00020,711,5
00020,715,5
00020,731,2
00020,758,12
00020,767,1
00020,791,2
00020,823,12
00020,824,4
00020,882,4
00020,919,2
00020,924,12
00020,928,2
00020,944,2
00020,962,12
00020,970,4
00020,1066,12
00020,1080,1
00020,1115,12
00020,1168,12
00020,1189,2
00020,1213,12
00020,1215,12
00020,1234,4
00020,1239,5
00021,68,10
00021,97,4
00021,98,5
00021,181,2
00021,251,10
00021,413,2
00021,416,2
00021,434,2
00021,443,4
00021,551,1
00021,615,2
00021,676,2
00021,708,11
00021,709,12
00021,719,3
00021,722,2
00021,751,2
00021,756,1
00021,757,1
00021,932,2
00021,941,5
00021,1098,4
00021,1115,9
00021,1158,10
00021,1189,2
00022,13,12
00022,39,5
00022,67,2
00022,69,2
00022,104,2
00022,130,12
00022,189,2
00022,197,2
00022,221,2
00022,226,2
00022,237,3
00022,247,1
00022,258,10
00022,262,10
00022,276,12
00022,322,2
00022,325,2
00022,333,2
00022,342,2
00022,343,3
00022,350,1
00022,365,2
00022,370,7
00022,392,2
00022,431,7
00022,464,2
00022,465,2
00022,473,7
00022,478,7
00022,503,5
00022,510,3
00022,512,2
00022,514,4
00022,586,2
00022,590,3
00022,654,3
00022,671,5
00022,682,2
00022,692,12
00022,704,8
00022,713,2
00022,729,2
00022,731,4
00022,735,2
00022,764,9
00022,774,3
00022,788,5
00022,843,5
00022,845,4
00022,871,4
00022,880,7
00022,881,5
00022,882,4
00022,888,4
00022,898,11
00022,908,6
00022,942,2
00022,946,2
00022,968,1
00022,1000,4
00022,1033,2
00022,1040,2
00022,1083,9
00022,1093,2
00022,1114,6
00022,1144,1
00022,1156,6
00022,1166,2
00022,1194,7
00022,1195,2
00023,9,10
00023,10,11
00023,11,3
00023,12,11
00023,34,12
00023,42,12
00023,99,8
00023,162,2
00023,163,2
00023,167,2
00023,198,2
00023,248,2
00023,285,1
00023,322,3
00023,350,4
00023,370,6
00023,426,11
00023,434,9
00023,464,2
00023,509,12
00023,541,12
00023,582,4
00023,583,2
00023,598,4
00023,716,6
00023,780,2
00023,859,7
00023,883,2
00023,888,6
00023,979,12
00023,984,4
00023,1096,3
00023,1114,12
00023,1156,1
00023,1163,2
00024,32,3
00024,72,2
00024,199,2
00024,207,2
00024,210,8
00024,240,2
00024,254,8
00024,331,2
00024,370,2
00024,377,2
00024,411,2
00024,477,2
00024,492,2
00024,522,2
00024,552,4
00024,559,1
00024,611,4
00024,647,12
00024,677,2
00024,724,4
00024,763,2
00024,858,2
00024,913,12
00024,915,9
00024,926,9
00024,934,2
00024,1000,2
00024,1031,5
00024,1109,12
00024,1195,7
00024,1232,2
00025,72,10
00025,74,6
00025,83,4
00025,84,3
00025,106,7
00025,112,2
00025,120,5
00025,141,2
00025,162,4
00025,172,2
00025,198,7
00025,221,2
00025,276,2
00025,370,3
00025,390,1
00025,392,2
00025,411,8
00025,415,2
00025,425,2
00025,431,12
00025,432,4
00025,464,1
00025,465,7
00025,503,7
00025,505,2
00025,530,2
00025,550,2
00025,559,2
00025,566,2
00025,568,2
00025,569,5
00025,622,2
00025,647,11
00025,855,2
00025,858,8
00025,875,2
00025,880,4
00025,881,6
00025,891,2
00025,913,12
00025,915,2
00025,926,9
00025,949,2
00025,977,2
00025,1027,2
00025,1031,2
00025,1083,2
00025,1156,2
00025,1194,7
00025,1195,8
00025,1210,2
00026,74,2
00026,104,11
00026,199,12
00026,221,2
00026,281,12
00026,285,10
00026,328,8
00026,333,2
00026,342,6
00026,343,3
00026,370,1
00026,392,2
00026,431,12
00026,434,2
00026,442,4
00026,465,2
00026,485,1
00026,488,1
00026,490,2
00026,610,11
00026,617,12
00026,665,8
00026,713,1
00026,774,3
00026,807,9
00026,855,1
00026,881,5
00026,942,5
00026,1061,12
00026,1144,12
00026,1166,9
00026,1194,7
00026,1195,2
00027,98,7
00027,179,2
00027,599,12
00027,756,4
00027,858,2
00027,905,11
00027,912,2
00027,913,4
00027,1000,1
00027,1083,1
00027,1096,4
00028,134,2
00028,135,5
00028,136,2
00028,215,8
00028,274,2
00028,300,4
00028,322,4
00028,331,2
00028,333,2
00028,343,2
00028,351,10
00028,352,10
00028,370,8
00028,392,2
00028,398,2
00028,465,2
00028,467,2
00028,477,9
00028,510,2
00028,550,2
00028,559,2
00028,586,2
00028,611,2
00028,665,2
00028,722,7
00028,724,5
00028,729,2
00028,735,2
00028,759,8
00028,763,5
00028,822,9
00028,832,2
00028,837,2
00028,875,2
00028,882,4
00028,913,2
00028,937,2
00028,942,3
00028,944,2
00028,969,2
00028,990,4
00028,1000,7
00028,1033,5
00028,1040,5
00028,1083,8
00028,1093,5
00028,1187,2
00028,1192,5
00028,1222,2
00028,1226,2
00028,1234,5
00029,15,7
00029,100,2
00029,215,11
00029,274,12
00029,300,11
00029,322,12
00029,333,3
00029,343,2
00029,350,2
00029,351,11
00029,352,11
00029,353,8
00029,370,8
00029,385,2
00029,392,2
00029,434,2
00029,442,2
00029,477,5
00029,510,2
00029,553,2
00029,687,1
00029,714,6
00029,722,7
00029,724,5
00029,729,2
00029,759,11
00029,763,7
00029,764,2
00029,788,2
00029,822,5
00029,832,10
00029,837,2
00029,875,2
00029,937,2
00029,942,3
00029,944,7
00029,1000,2
00029,1033,1
00029,1040,3
00029,1083,4
00029,1093,1
00029,1184,1
00029,1192,9
00029,1234,5
00030,117,4
00030,328,3
00030,332,2
00030,433,11
00030,492,2
00030,557,4
00030,586,10
00030,687,1
00030,775,2
00030,880,10
00030,881,2
00030,911,11
00030,942,3
00030,1001,3
00030,1084,1
00030,1224,9
00030,1234,2
00031,43,12
00031,69,2
00031,127,8
00031,128,2
00031,136,5
00031,145,4
00031,168,3
00031,189,8
00031,213,2
00031,226,9
00031,239,12
00031,272,1
00031,330,6
00031,331,4
00031,332,12
00031,359,1
00031,370,6
00031,389,2
00031,433,12
00031,448,11
00031,467,12
00031,512,1
00031,550,2
00031,551,3
00031,557,12
00031,586,12
00031,620,4
00031,628,4
00031,651,10
00031,701,3
00031,722,4
00031,724,2
00031,729,3
00031,735,1
00031,760,12
00031,762,2
00031,764,2
00031,839,9
00031,845,12
00031,882,8
00031,937,3
00031,938,9
00031,940,3
00031,942,7
00031,944,2
00031,999,12
00031,1000,3
00031,1020,11
00031,1022,10
00031,1036,10
00031,1040,7
00031,1084,12
00031,1093,4
00031,1187,3
00031,1224,5
00031,1232,2
00031,1233,12
00031,1234,5
00032,43,2
00032,127,2
00032,128,2
00032,181,2
00032,184,12
00032,189,4
00032,212,3
00032,226,2
00032,239,3
00032,315,2
00032,330,2
00032,331,2
00032,370,2
00032,389,8
00032,433,7
00032,467,2
00032,473,2
00032,489,2
00032,506,1
00032,586,5
00032,722,9
00032,735,2
00032,764,2
00032,882,2
00032,937,2
00032,999,2
00032,1040,3
00032,1093,2
00032,1220,2
00032,1234,3
00033,37,3
00033,65,2
00033,91,12
00033,94,8
00033,96,2
00033,210,8
00033,225,5
00033,297,2
00033,359,5
00033,370,9
00033,403,11
00033,404,4
00033,413,4
00033,465,12
00033,515,2
00033,612,12
00033,637,8
00033,638,8
00033,663,2
00033,719,2
00033,721,12
00033,731,2
00033,763,4
00033,764,4
00033,773,2
00033,793,1
00033,795,2
00033,797,7
00033,811,12
00033,818,8
00033,822,2
00033,825,12
00033,846,2
00033,882,2
00033,888,6
00033,889,4
00033,916,12
00033,920,11
00033,927,9
00033,978,6
00033,981,2
00033,995,7
00033,996,12
00033,1000,1
00033,1023,2
00033,1052,12
00033,1072,2
00033,1098,2
00033,1105,12
00033,1113,12
00033,1122,8
00033,1123,6
00033,1183,9
00033,1186,10
00033,1189,3
00033,1215,1
00033,1234,10
00034,37,12
00034,65,11
00034,76,3
00034,77,1
00034,94,4
00034,135,2
00034,225,4
00034,235,1
00034,236,1
00034,247,1
00034,261,11
00034,277,1
00034,297,2
00034,359,1
00034,403,10
00034,404,12
00034,465,12
00034,471,10
00034,552,2
00034,627,2
00034,637,12
00034,638,12
00034,721,12
00034,773,9
00034,795,12
00034,817,12
00034,818,2
00034,825,1
00034,846,12
00034,916,10
00034,933,2
00034,941,1
00034,944,2
00034,995,12
00034,1000,1
00034,1023,2
00034,1052,3
00034,1186,2
00034,1234,2
00035,32,2
00035,120,1
00035,210,12
00035,811,5
00035,825,1
00035,888,2
00035,913,6
00035,915,7
00035,920,1
00035,926,1
00035,948,1
00035,1105,2
00035,1109,12
00035,1119,2
00036,66,2
00036,325,2
00036,370,4
00036,403,3
00036,612,7
00036,721,2
00036,722,8
00036,724,2
00036,1052,8
00037,3,10
00037,4,2
00037,28,7
00037,33,12
00037,35,11
00037,38,12
00037,65,4
00037,71,6
00037,76,6
00037,116,2
00037,119,2
00037,120,10
00037,131,12
00037,148,2
00037,150,2
00037,158,12
00037,175,12
00037,203,11
00037,220,2
00037,225,12
00037,231,5
00037,233,1
00037,234,12
00037,238,3
00037,247,10
00037,280,9
00037,291,2
00037,294,2
00037,318,12
00037,319,8
00037,333,7
00037,334,4
00037,342,2
00037,345,2
00037,370,5
00037,378,11
00037,379,12
00037,380,12
00037,392,2
00037,403,2
00037,428,4
00037,433,2
00037,443,2
00037,465,12
00037,470,9
00037,476,9
00037,482,12
00037,483,12
00037,491,12
00037,492,12
00037,510,2
00037,512,2
00037,514,2
00037,596,2
00037,600,12
00037,627,8
00037,671,2
00037,697,12
00037,711,1
00037,712,11
00037,717,12
00037,721,2
00037,731,4
00037,774,5
00037,776,2
00037,815,12
00037,817,11
00037,818,2
00037,831,10
00037,835,11
00037,849,12
00037,866,7
00037,871,5
00037,877,12
00037,888,2
00037,930,11
00037,933,6
00037,941,2
00037,942,7
00037,944,1
00037,946,12
00037,991,11
00037,1008,12
00037,1011,5
00037,1014,12
00037,1028,12
00037,1080,2
00037,1126,12
00037,1128,10
00037,1130,2
00037,1131,9
00037,1133,12
00037,1135,4
00037,1174,10
00037,1176,12
00037,1178,11
00037,1182,10
00037,1234,9
00038,14,11
00038,76,2
00038,117,3
00038,142,2
00038,252,1
00038,360,11
00038,370,2
00038,390,12
00038,392,2
00038,444,2
00038,465,9
00038,503,2
00038,505,1
00038,510,2
00038,572,1
00038,573,1
00038,621,2
00038,622,4
00038,627,2
00038,634,10
00038,644,7
00038,646,4
00038,666,3
00038,702,4
00038,729,2
00038,776,2
00038,786,2
00038,856,2
00038,862,2
00038,866,1
00038,873,6
00038,881,2
00038,882,4
00038,888,2
00038,971,9
00038,990,4
00038,1001,2
00038,1024,4
00038,1027,2
00038,1029,2
00038,1059,2
00038,1066,2
00038,1068,10
00038,1072,2
00038,1075,2
00038,1130,10
00038,1136,10
00038,1140,9
00038,1146,3
00038,1148,3
00038,1160,3
00038,1230,2
00038,1234,5
00039,3,2
00039,67,2
00039,74,2
00039,76,2
00039,83,9
00039,84,2
00039,85,11
00039,102,2
00039,107,2
00039,108,4
00039,112,3
00039,135,2
00039,143,2
00039,216,11
00039,217,11
00039,218,11
00039,219,11
00039,221,11
00039,222,9
00039,225,12
00039,226,2
00039,230,6
00039,233,1
00039,235,11
00039,236,11
00039,244,1
00039,248,1
00039,249,10
00039,252,5
00039,254,3
00039,263,5
00039,276,2
00039,277,11
00039,289,10
00039,293,10
00039,297,2
00039,301,2
00039,304,9
00039,306,2
00039,307,4
00039,308,4
00039,338,11
00039,342,4
00039,343,4
00039,356,5
00039,360,1
00039,365,2
00039,366,2
00039,370,2
00039,392,2
00039,404,4
00039,407,11
00039,412,6
00039,420,10
00039,433,6
00039,453,2
00039,465,4
00039,470,9
00039,488,3
00039,490,2
00039,494,4
00039,503,2
00039,505,5
00039,508,3
00039,510,4
00039,529,5
00039,530,2
00039,532,2
00039,534,3
00039,535,2
00039,553,7
00039,560,11
00039,563,4
00039,564,4
00039,565,2
00039,566,2
00039,567,4
00039,568,2
00039,569,2
00039,570,3
00039,571,3
00039,572,2
00039,573,5
00039,576,2
00039,584,9
00039,586,2
00039,608,3
00039,610,2
00039,619,9
00039,621,2
00039,622,4
00039,627,2
00039,639,10
00039,645,8
00039,646,4
00039,647,1
00039,652,2
00039,654,9
00039,702,4
00039,716,4
00039,729,2
00039,738,4
00039,739,4
00039,740,4
00039,744,2
00039,746,4
00039,749,2
00039,776,2
00039,777,3
00039,786,3
00039,845,2
00039,849,2
00039,851,9
00039,862,2
00039,869,6
00039,873,9
00039,881,4
00039,882,4
00039,888,2
00039,889,2
00039,892,2
00039,902,2
00039,918,4
00039,942,2
00039,944,2
00039,949,6
00039,966,5
00039,971,11
00039,990,4
00039,1001,4
00039,1026,2
00039,1027,4
00039,1029,4
00039,1044,2
00039,1066,2
00039,1070,2
00039,1072,2
00039,1076,2
00039,1096,1
00039,1127,5
00039,1135,2
00039,1136,2
00039,1137,8
00039,1139,10
00039,1140,1
00039,1141,9
00039,1146,3
00039,1148,3
00039,1160,1
00039,1161,2
00039,1185,2
00039,1194,2
00039,1209,2
00039,1210,2
00039,1211,6
00039,1222,2
00039,1224,2
00039,1225,8
00039,1230,6
00039,1234,7
00039,1236,2
00039,1238,4
00040,2,1
00040,3,11
00040,4,11
00040,5,1
00040,9,2
00040,10,2
00040,17,2
00040,28,11
00040,32,2
00040,35,1
00040,76,2
00040,77,9
00040,95,6
00040,103,1
00040,105,1
00040,108,1
00040,109,3
00040,112,1
00040,115,1
00040,116,9
00040,119,4
00040,120,2
00040,132,2
00040,142,2
00040,144,2
00040,150,5
00040,151,4
00040,169,2
00040,173,2
00040,189,2
00040,198,1
00040,210,2
00040,225,11
00040,231,11
00040,233,12
00040,235,1
00040,236,1
00040,240,6
00040,248,2
00040,249,1
00040,252,6
00040,254,9
00040,261,1
00040,263,2
00040,277,9
00040,279,1
00040,289,1
00040,291,2
00040,293,3
00040,294,5
00040,297,2
00040,298,2
00040,304,1
00040,308,1
00040,333,2
00040,338,2
00040,344,3
00040,345,2
00040,351,2
00040,352,2
00040,370,4
00040,392,2
00040,404,11
00040,405,11
00040,407,1
00040,413,2
00040,417,5
00040,420,5
00040,434,2
00040,465,12
00040,478,2
00040,479,8
00040,508,4
00040,510,1
00040,515,2
00040,526,1
00040,529,1
00040,532,1
00040,535,2
00040,553,1
00040,560,3
00040,571,1
00040,572,1
00040,573,3
00040,576,2
00040,583,2
00040,613,2
00040,616,2
00040,619,1
00040,645,1
00040,646,1
00040,654,1
00040,673,2
00040,677,2
00040,731,2
00040,735,2
00040,763,2
00040,780,1
00040,785,11
00040,786,11
00040,815,8
00040,849,1
00040,851,2
00040,852,2
00040,869,2
00040,882,2
00040,888,1
00040,899,5
00040,931,1
00040,941,6
00040,942,2
00040,949,2
00040,954,3
00040,956,1
00040,959,1
00040,1000,2
00040,1008,10
00040,1024,2
00040,1027,2
00040,1029,2
00040,1052,3
00040,1080,3
00040,1100,9
00040,1105,4
00040,1109,1
00040,1117,9
00040,1124,7
00040,1126,1
00040,1127,5
00040,1128,1
00040,1130,2
00040,1131,4
00040,1132,2
00040,1133,3
00040,1135,9
00040,1137,7
00040,1139,6
00040,1141,5
00040,1146,1
00040,1148,1
00040,1160,3
00040,1161,1
00040,1192,2
00040,1193,7
00040,1230,5
00040,1234,12
00041,46,1
00041,296,1
00041,301,1
00041,322,1
00041,370,1
00041,392,2
00041,603,10
00041,941,2
00041,998,3
00041,1106,12
00041,1107,12
00041,1108,12
00041,1115,9
00041,1184,1
00041,1190,12
00042,5,2
00042,46,1
00042,57,12
00042,92,11
00042,135,2
00042,209,12
00042,245,5
00042,297,2
00042,301,8
00042,314,1
00042,317,12
00042,322,2
00042,337,9
00042,339,1
00042,370,3
00042,416,11
00042,434,2
00042,443,8
00042,489,2
00042,505,10
00042,509,2
00042,550,2
00042,585,12
00042,586,2
00042,601,2
00042,695,12
00042,719,2
00042,722,4
00042,724,2
